LGA_CODE_2021,Gender,Gender Value,Age - Male,Age - Male Value,Age - Female,Age - Female Value,Age - Person,Age - Person Value,Indigenous Gender,Indigenous Gender Value,Relationship Type,Relationship Type Value,Couple Family Kids Y N,Couple Family Kids Y N Value
LGA14870,,,,,45 - 54 years,1320.0,,,,,,,,
LGA14900,,,,,45 - 54 years,15111.0,,,,,,,,
LGA14920,,,,,45 - 54 years,493.0,,,,,,,,
LGA14950,,,,,45 - 54 years,194.0,,,,,,,,
LGA15050,,,,,45 - 54 years,5717.0,,,,,,,,
LGA15240,,,,,45 - 54 years,5655.0,,,,,,,,
LGA15270,,,,,45 - 54 years,1677.0,,,,,,,,
LGA15300,,,,,45 - 54 years,805.0,,,,,,,,
LGA15350,,,,,45 - 54 years,2332.0,,,,,,,,
LGA15520,,,,,45 - 54 years,783.0,,,,,,,,
LGA15560,,,,,45 - 54 years,215.0,,,,,,,,
LGA15650,,,,,45 - 54 years,1046.0,,,,,,,,
LGA15700,,,,,45 - 54 years,1226.0,,,,,,,,
LGA15750,,,,,45 - 54 years,742.0,,,,,,,,
LGA15800,,,,,45 - 54 years,340.0,,,,,,,,
LGA15850,,,,,45 - 54 years,343.0,,,,,,,,
LGA15900,,,,,45 - 54 years,10549.0,,,,,,,,
LGA15950,,,,,45 - 54 years,4682.0,,,,,,,,
LGA15990,,,,,45 - 54 years,20634.0,,,,,,,,
LGA16100,,,,,45 - 54 years,364.0,,,,,,,,
LGA16150,,,,,45 - 54 years,2610.0,,,,,,,,
LGA16200,,,,,45 - 54 years,850.0,,,,,,,,
LGA16260,,,,,45 - 54 years,14769.0,,,,,,,,
LGA16350,,,,,45 - 54 years,13550.0,,,,,,,,
LGA16380,,,,,45 - 54 years,5537.0,,,,,,,,
LGA16400,,,,,45 - 54 years,4784.0,,,,,,,,
LGA16490,,,,,45 - 54 years,4649.0,,,,,,,,
LGA16550,,,,,45 - 54 years,8961.0,,,,,,,,
LGA16610,,,,,45 - 54 years,1407.0,,,,,,,,
LGA16700,,,,,45 - 54 years,7889.0,,,,,,,,
LGA16900,,,,,45 - 54 years,5047.0,,,,,,,,
LGA16950,,,,,45 - 54 years,6302.0,,,,,,,,
LGA17000,,,,,45 - 54 years,1695.0,,,,,,,,
LGA17040,,,,,45 - 54 years,1488.0,,,,,,,,
LGA17080,,,,,45 - 54 years,912.0,,,,,,,,
LGA17100,,,,,45 - 54 years,2395.0,,,,,,,,
LGA17150,,,,,45 - 54 years,16455.0,,,,,,,,
LGA17200,,,,,45 - 54 years,9916.0,,,,,,,,
LGA17310,,,,,45 - 54 years,3794.0,,,,,,,,
LGA17350,,,,,45 - 54 years,374.0,,,,,,,,
LGA17400,,,,,45 - 54 years,432.0,,,,,,,,
LGA17420,,,,,45 - 54 years,13887.0,,,,,,,,
LGA17550,,,,,45 - 54 years,6297.0,,,,,,,,
LGA17620,,,,,45 - 54 years,891.0,,,,,,,,
LGA17640,,,,,45 - 54 years,557.0,,,,,,,,
LGA17650,,,,,45 - 54 years,435.0,,,,,,,,
LGA17750,,,,,45 - 54 years,3885.0,,,,,,,,
LGA17850,,,,,45 - 54 years,181.0,,,,,,,,
LGA17900,,,,,45 - 54 years,349.0,,,,,,,,
LGA17950,,,,,45 - 54 years,157.0,,,,,,,,
LGA18020,,,,,45 - 54 years,565.0,,,,,,,,
LGA18050,,,,,45 - 54 years,4421.0,,,,,,,,
LGA18100,,,,,45 - 54 years,228.0,,,,,,,,
LGA18200,,,,,45 - 54 years,474.0,,,,,,,,
LGA18250,,,,,45 - 54 years,5679.0,,,,,,,,
LGA18350,,,,,45 - 54 years,3539.0,,,,,,,,
LGA18400,,,,,45 - 54 years,3664.0,,,,,,,,
LGA18450,,,,,45 - 54 years,13668.0,,,,,,,,
LGA18500,,,,,45 - 54 years,3738.0,,,,,,,,
LGA18710,,,,,45 - 54 years,1398.0,,,,,,,,
LGA19399,,,,,45 - 54 years,74.0,,,,,,,,
LGA19499,,,,,45 - 54 years,666.0,,,,,,,,
LGA19799,,,,,45 - 54 years,0.0,,,,,,,,
LGA20110,,,,,45 - 54 years,919.0,,,,,,,,
LGA20260,,,,,45 - 54 years,706.0,,,,,,,,
LGA20570,,,,,45 - 54 years,7264.0,,,,,,,,
LGA20660,,,,,45 - 54 years,8698.0,,,,,,,,
LGA20740,,,,,45 - 54 years,2480.0,,,,,,,,
LGA20830,,,,,45 - 54 years,3620.0,,,,,,,,
LGA20910,,,,,45 - 54 years,8621.0,,,,,,,,
LGA21010,,,,,45 - 54 years,925.0,,,,,,,,
LGA21110,,,,,45 - 54 years,12800.0,,,,,,,,
LGA21180,,,,,45 - 54 years,12708.0,,,,,,,,
LGA21270,,,,,45 - 54 years,397.0,,,,,,,,
LGA21370,,,,,45 - 54 years,2532.0,,,,,,,,
LGA21450,,,,,45 - 54 years,7396.0,,,,,,,,
LGA21610,,,,,45 - 54 years,22866.0,,,,,,,,
LGA21670,,,,,45 - 54 years,836.0,,,,,,,,
LGA21750,,,,,45 - 54 years,1435.0,,,,,,,,
LGA21830,,,,,45 - 54 years,1041.0,,,,,,,,
LGA21890,,,,,45 - 54 years,10441.0,,,,,,,,
LGA22110,,,,,45 - 54 years,2992.0,,,,,,,,
LGA22170,,,,,45 - 54 years,9666.0,,,,,,,,
LGA22250,,,,,45 - 54 years,662.0,,,,,,,,
LGA22310,,,,,45 - 54 years,10630.0,,,,,,,,
LGA22410,,,,,45 - 54 years,1377.0,,,,,,,,
LGA22490,,,,,45 - 54 years,1818.0,,,,,,,,
LGA22620,,,,,45 - 54 years,7605.0,,,,,,,,
LGA22670,,,,,45 - 54 years,9133.0,,,,,,,,
LGA22750,,,,,45 - 54 years,17127.0,,,,,,,,
LGA22830,,,,,45 - 54 years,4245.0,,,,,,,,
LGA22910,,,,,45 - 54 years,1242.0,,,,,,,,
LGA22980,,,,,45 - 54 years,355.0,,,,,,,,
LGA23110,,,,,45 - 54 years,6685.0,,,,,,,,
LGA23190,,,,,45 - 54 years,1266.0,,,,,,,,
LGA23270,,,,,45 - 54 years,14686.0,,,,,,,,
LGA23350,,,,,45 - 54 years,1276.0,,,,,,,,
LGA23430,,,,,45 - 54 years,11867.0,,,,,,,,
LGA23670,,,,,45 - 54 years,11196.0,,,,,,,,
LGA23810,,,,,45 - 54 years,4819.0,,,,,,,,
LGA23940,,,,,45 - 54 years,491.0,,,,,,,,
LGA24130,,,,,45 - 54 years,4072.0,,,,,,,,
LGA24210,,,,,45 - 54 years,8751.0,,,,,,,,
LGA24250,,,,,45 - 54 years,624.0,,,,,,,,
LGA24330,,,,,45 - 54 years,5489.0,,,,,,,,
LGA24410,,,,,45 - 54 years,7964.0,,,,,,,,
LGA24600,,,,,45 - 54 years,5790.0,,,,,,,,
LGA24650,,,,,45 - 54 years,11187.0,,,,,,,,
LGA24780,,,,,45 - 54 years,3636.0,,,,,,,,
LGA24850,,,,,45 - 54 years,3253.0,,,,,,,,
LGA24900,,,,,45 - 54 years,1852.0,,,,,,,,
LGA24970,,,,,45 - 54 years,12299.0,,,,,,,,
LGA25060,,,,,45 - 54 years,8694.0,,,,,,,,
LGA25150,,,,,45 - 54 years,2592.0,,,,,,,,
LGA25250,,,,,45 - 54 years,10561.0,,,,,,,,
LGA25340,,,,,45 - 54 years,11941.0,,,,,,,,
LGA25430,,,,,45 - 54 years,1454.0,,,,,,,,
LGA25490,,,,,45 - 54 years,1134.0,,,,,,,,
LGA25620,,,,,45 - 54 years,1071.0,,,,,,,,
LGA25710,,,,,45 - 54 years,5129.0,,,,,,,,
LGA25810,,,,,45 - 54 years,757.0,,,,,,,,
LGA25900,,,,,45 - 54 years,7499.0,,,,,,,,
LGA25990,,,,,45 - 54 years,532.0,,,,,,,,
LGA26080,,,,,45 - 54 years,172.0,,,,,,,,
LGA26170,,,,,45 - 54 years,2030.0,,,,,,,,
LGA26260,,,,,45 - 54 years,1028.0,,,,,,,,
LGA26350,,,,,45 - 54 years,6593.0,,,,,,,,
LGA26430,,,,,45 - 54 years,699.0,,,,,,,,
LGA26490,,,,,45 - 54 years,2655.0,,,,,,,,
LGA26610,,,,,45 - 54 years,1164.0,,,,,,,,
LGA26670,,,,,45 - 54 years,387.0,,,,,,,,
LGA26700,,,,,45 - 54 years,2045.0,,,,,,,,
LGA26730,,,,,45 - 54 years,2356.0,,,,,,,,
LGA26810,,,,,45 - 54 years,2905.0,,,,,,,,
LGA26890,,,,,45 - 54 years,267.0,,,,,,,,
LGA26980,,,,,45 - 54 years,11911.0,,,,,,,,
LGA27070,,,,,45 - 54 years,14122.0,,,,,,,,
LGA27170,,,,,45 - 54 years,2694.0,,,,,,,,
LGA27260,,,,,45 - 54 years,15395.0,,,,,,,,
LGA27350,,,,,45 - 54 years,5088.0,,,,,,,,
LGA27450,,,,,45 - 54 years,11027.0,,,,,,,,
LGA27630,,,,,45 - 54 years,393.0,,,,,,,,
LGA29399,,,,,45 - 54 years,49.0,,,,,,,,
LGA29499,,,,,45 - 54 years,479.0,,,,,,,,
LGA29799,,,,,45 - 54 years,0.0,,,,,,,,
LGA30250,,,,,45 - 54 years,84.0,,,,,,,,
LGA30300,,,,,45 - 54 years,290.0,,,,,,,,
LGA30370,,,,,45 - 54 years,874.0,,,,,,,,
LGA30410,,,,,45 - 54 years,207.0,,,,,,,,
LGA30450,,,,,45 - 54 years,18.0,,,,,,,,
LGA30760,,,,,45 - 54 years,110.0,,,,,,,,
LGA30900,,,,,45 - 54 years,28.0,,,,,,,,
LGA31000,,,,,45 - 54 years,83185.0,,,,,,,,
LGA31750,,,,,45 - 54 years,13.0,,,,,,,,
LGA31820,,,,,45 - 54 years,6300.0,,,,,,,,
LGA31900,,,,,45 - 54 years,1083.0,,,,,,,,
LGA31950,,,,,45 - 54 years,21.0,,,,,,,,
LGA32080,,,,,45 - 54 years,12240.0,,,,,,,,
LGA32250,,,,,45 - 54 years,124.0,,,,,,,,
LGA32260,,,,,45 - 54 years,1869.0,,,,,,,,
LGA32270,,,,,45 - 54 years,1673.0,,,,,,,,
LGA32310,,,,,45 - 54 years,774.0,,,,,,,,
LGA32330,,,,,45 - 54 years,58.0,,,,,,,,
LGA32450,,,,,45 - 54 years,193.0,,,,,,,,
LGA32500,,,,,45 - 54 years,283.0,,,,,,,,
LGA32600,,,,,45 - 54 years,18.0,,,,,,,,
LGA32750,,,,,45 - 54 years,17.0,,,,,,,,
LGA32770,,,,,45 - 54 years,72.0,,,,,,,,
LGA32810,,,,,45 - 54 years,858.0,,,,,,,,
LGA33100,,,,,45 - 54 years,41.0,,,,,,,,
LGA33200,,,,,45 - 54 years,117.0,,,,,,,,
LGA33220,,,,,45 - 54 years,6956.0,,,,,,,,
LGA33360,,,,,45 - 54 years,4474.0,,,,,,,,
LGA33430,,,,,45 - 54 years,43474.0,,,,,,,,
LGA33610,,,,,45 - 54 years,617.0,,,,,,,,
LGA33620,,,,,45 - 54 years,3574.0,,,,,,,,
LGA33800,,,,,45 - 54 years,672.0,,,,,,,,
LGA33830,,,,,45 - 54 years,50.0,,,,,,,,
LGA33960,,,,,45 - 54 years,14121.0,,,,,,,,
LGA33980,,,,,45 - 54 years,1253.0,,,,,,,,
LGA34420,,,,,45 - 54 years,82.0,,,,,,,,
LGA34530,,,,,45 - 54 years,2611.0,,,,,,,,
LGA34570,,,,,45 - 54 years,39.0,,,,,,,,
LGA34580,,,,,45 - 54 years,2740.0,,,,,,,,
LGA34590,,,,,45 - 54 years,21757.0,,,,,,,,
LGA34710,,,,,45 - 54 years,236.0,,,,,,,,
LGA34770,,,,,45 - 54 years,8121.0,,,,,,,,
LGA34800,,,,,45 - 54 years,35.0,,,,,,,,
LGA34830,,,,,45 - 54 years,14.0,,,,,,,,
LGA34860,,,,,45 - 54 years,840.0,,,,,,,,
LGA34880,,,,,45 - 54 years,1541.0,,,,,,,,
LGA35010,,,,,45 - 54 years,32848.0,,,,,,,,
LGA35250,,,,,45 - 54 years,54.0,,,,,,,,
LGA35300,,,,,45 - 54 years,1114.0,,,,,,,,
LGA35600,,,,,45 - 54 years,273.0,,,,,,,,
LGA35670,,,,,45 - 54 years,62.0,,,,,,,,
LGA35740,,,,,45 - 54 years,4307.0,,,,,,,,
LGA35760,,,,,45 - 54 years,684.0,,,,,,,,
LGA35780,,,,,45 - 54 years,142.0,,,,,,,,
LGA35790,,,,,45 - 54 years,117.0,,,,,,,,
LGA35800,,,,,45 - 54 years,108.0,,,,,,,,
LGA36070,,,,,45 - 54 years,49.0,,,,,,,,
LGA36150,,,,,45 - 54 years,55.0,,,,,,,,
LGA36250,,,,,45 - 54 years,11445.0,,,,,,,,
LGA36300,,,,,45 - 54 years,38.0,,,,,,,,
LGA36370,,,,,45 - 54 years,4962.0,,,,,,,,
LGA36510,,,,,45 - 54 years,3158.0,,,,,,,,
LGA36580,,,,,45 - 54 years,1769.0,,,,,,,,
LGA36630,,,,,45 - 54 years,2097.0,,,,,,,,
LGA36660,,,,,45 - 54 years,2367.0,,,,,,,,
LGA36720,,,,,45 - 54 years,24093.0,,,,,,,,
LGA36820,,,,,45 - 54 years,1767.0,,,,,,,,
LGA36910,,,,,45 - 54 years,10937.0,,,,,,,,
LGA36950,,,,,45 - 54 years,204.0,,,,,,,,
LGA36960,,,,,45 - 54 years,195.0,,,,,,,,
LGA37010,,,,,45 - 54 years,12649.0,,,,,,,,
LGA37300,,,,,45 - 54 years,265.0,,,,,,,,
LGA37310,,,,,45 - 54 years,2155.0,,,,,,,,
LGA37340,,,,,45 - 54 years,2453.0,,,,,,,,
LGA37400,,,,,45 - 54 years,91.0,,,,,,,,
LGA37550,,,,,45 - 54 years,59.0,,,,,,,,
LGA37570,,,,,45 - 54 years,17.0,,,,,,,,
LGA37600,,,,,45 - 54 years,132.0,,,,,,,,
LGA39499,,,,,45 - 54 years,887.0,,,,,,,,
LGA39799,,,,,45 - 54 years,0.0,,,,,,,,
LGA40070,,,,,45 - 54 years,1004.0,,,,,,,,
LGA40120,,,,,45 - 54 years,3124.0,,,,,,,,
LGA40150,,,,,45 - 54 years,729.0,,,,,,,,
LGA40220,,,,,45 - 54 years,1742.0,,,,,,,,
LGA40250,,,,,45 - 54 years,148.0,,,,,,,,
LGA40310,,,,,45 - 54 years,1784.0,,,,,,,,
LGA40430,,,,,45 - 54 years,154.0,,,,,,,,
LGA40520,,,,,45 - 54 years,680.0,,,,,,,,
LGA40700,,,,,45 - 54 years,3244.0,,,,,,,,
LGA40910,,,,,45 - 54 years,3569.0,,,,,,,,
LGA41010,,,,,45 - 54 years,226.0,,,,,,,,
LGA41060,,,,,45 - 54 years,8018.0,,,,,,,,
LGA41140,,,,,45 - 54 years,623.0,,,,,,,,
LGA41190,,,,,45 - 54 years,114.0,,,,,,,,
LGA41330,,,,,45 - 54 years,89.0,,,,,,,,
LGA41560,,,,,45 - 54 years,899.0,,,,,,,,
LGA41750,,,,,45 - 54 years,54.0,,,,,,,,
LGA41830,,,,,45 - 54 years,103.0,,,,,,,,
LGA41960,,,,,45 - 54 years,81.0,,,,,,,,
LGA42030,,,,,45 - 54 years,1591.0,,,,,,,,
LGA42110,,,,,45 - 54 years,245.0,,,,,,,,
LGA42250,,,,,45 - 54 years,590.0,,,,,,,,
LGA42600,,,,,45 - 54 years,2477.0,,,,,,,,
LGA42750,,,,,45 - 54 years,305.0,,,,,,,,
LGA43080,,,,,45 - 54 years,53.0,,,,,,,,
LGA43220,,,,,45 - 54 years,59.0,,,,,,,,
LGA43360,,,,,45 - 54 years,124.0,,,,,,,,
LGA43650,,,,,45 - 54 years,1171.0,,,,,,,,
LGA43710,,,,,45 - 54 years,426.0,,,,,,,,
LGA43790,,,,,45 - 54 years,714.0,,,,,,,,
LGA44000,,,,,45 - 54 years,14.0,,,,,,,,
LGA44060,,,,,45 - 54 years,5789.0,,,,,,,,
LGA44210,,,,,45 - 54 years,594.0,,,,,,,,
LGA44340,,,,,45 - 54 years,4780.0,,,,,,,,
LGA44550,,,,,45 - 54 years,2798.0,,,,,,,,
LGA44620,,,,,45 - 54 years,1725.0,,,,,,,,
LGA44830,,,,,45 - 54 years,184.0,,,,,,,,
LGA45040,,,,,45 - 54 years,1349.0,,,,,,,,
LGA45090,,,,,45 - 54 years,518.0,,,,,,,,
LGA45120,,,,,45 - 54 years,271.0,,,,,,,,
LGA45290,,,,,45 - 54 years,2357.0,,,,,,,,
LGA45340,,,,,45 - 54 years,11561.0,,,,,,,,
LGA45400,,,,,45 - 54 years,45.0,,,,,,,,
LGA45540,,,,,45 - 54 years,98.0,,,,,,,,
LGA45680,,,,,45 - 54 years,5675.0,,,,,,,,
LGA45890,,,,,45 - 54 years,8179.0,,,,,,,,
LGA46090,,,,,45 - 54 years,861.0,,,,,,,,
LGA46300,,,,,45 - 54 years,896.0,,,,,,,,
LGA46450,,,,,45 - 54 years,1134.0,,,,,,,,
LGA46510,,,,,45 - 54 years,1391.0,,,,,,,,
LGA46670,,,,,45 - 54 years,629.0,,,,,,,,
LGA46860,,,,,45 - 54 years,87.0,,,,,,,,
LGA46970,,,,,45 - 54 years,202.0,,,,,,,,
LGA47140,,,,,45 - 54 years,8670.0,,,,,,,,
LGA47290,,,,,45 - 54 years,112.0,,,,,,,,
LGA47490,,,,,45 - 54 years,145.0,,,,,,,,
LGA47630,,,,,45 - 54 years,446.0,,,,,,,,
LGA47700,,,,,45 - 54 years,6743.0,,,,,,,,
LGA47800,,,,,45 - 54 years,321.0,,,,,,,,
LGA47910,,,,,45 - 54 years,161.0,,,,,,,,
LGA47980,,,,,45 - 54 years,2621.0,,,,,,,,
LGA48050,,,,,45 - 54 years,858.0,,,,,,,,
LGA48130,,,,,45 - 54 years,426.0,,,,,,,,
LGA48260,,,,,45 - 54 years,521.0,,,,,,,,
LGA48340,,,,,45 - 54 years,801.0,,,,,,,,
LGA48410,,,,,45 - 54 years,3641.0,,,,,,,,
LGA48540,,,,,45 - 54 years,1445.0,,,,,,,,
LGA48640,,,,,45 - 54 years,64.0,,,,,,,,
LGA48750,,,,,45 - 54 years,349.0,,,,,,,,
LGA48830,,,,,45 - 54 years,593.0,,,,,,,,
LGA49399,,,,,45 - 54 years,217.0,,,,,,,,
LGA49499,,,,,45 - 54 years,178.0,,,,,,,,
LGA49799,,,,,45 - 54 years,0.0,,,,,,,,
LGA50080,,,,,45 - 54 years,2635.0,,,,,,,,
LGA50210,,,,,45 - 54 years,5471.0,,,,,,,,
LGA50250,,,,,45 - 54 years,359.0,,,,,,,,
LGA50280,,,,,45 - 54 years,1219.0,,,,,,,,
LGA50350,,,,,45 - 54 years,1096.0,,,,,,,,
LGA50420,,,,,45 - 54 years,4396.0,,,,,,,,
LGA50490,,,,,45 - 54 years,2375.0,,,,,,,,
LGA50560,,,,,45 - 54 years,116.0,,,,,,,,
LGA50630,,,,,45 - 54 years,111.0,,,,,,,,
LGA50770,,,,,45 - 54 years,118.0,,,,,,,,
LGA50840,,,,,45 - 54 years,351.0,,,,,,,,
LGA50910,,,,,45 - 54 years,65.0,,,,,,,,
LGA50980,,,,,45 - 54 years,1159.0,,,,,,,,
LGA51080,,,,,45 - 54 years,64.0,,,,,,,,
LGA51120,,,,,45 - 54 years,59.0,,,,,,,,
LGA51190,,,,,45 - 54 years,2198.0,,,,,,,,
LGA51260,,,,,45 - 54 years,2854.0,,,,,,,,
LGA51310,,,,,45 - 54 years,2259.0,,,,,,,,
LGA51330,,,,,45 - 54 years,5867.0,,,,,,,,
LGA51400,,,,,45 - 54 years,1409.0,,,,,,,,
LGA51470,,,,,45 - 54 years,28.0,,,,,,,,
LGA51540,,,,,45 - 54 years,355.0,,,,,,,,
LGA51610,,,,,45 - 54 years,129.0,,,,,,,,
LGA51680,,,,,45 - 54 years,472.0,,,,,,,,
LGA51710,,,,,45 - 54 years,109.0,,,,,,,,
LGA51750,,,,,45 - 54 years,785.0,,,,,,,,
LGA51820,,,,,45 - 54 years,7977.0,,,,,,,,
LGA51860,,,,,45 - 54 years,31.0,,,,,,,,
LGA51890,,,,,45 - 54 years,600.0,,,,,,,,
LGA51960,,,,,45 - 54 years,229.0,,,,,,,,
LGA52030,,,,,45 - 54 years,55.0,,,,,,,,
LGA52100,,,,,45 - 54 years,57.0,,,,,,,,
LGA52170,,,,,45 - 54 years,581.0,,,,,,,,
LGA52240,,,,,45 - 54 years,70.0,,,,,,,,
LGA52310,,,,,45 - 54 years,69.0,,,,,,,,
LGA52380,,,,,45 - 54 years,8.0,,,,,,,,
LGA52450,,,,,45 - 54 years,62.0,,,,,,,,
LGA52520,,,,,45 - 54 years,72.0,,,,,,,,
LGA52590,,,,,45 - 54 years,185.0,,,,,,,,
LGA52660,,,,,45 - 54 years,960.0,,,,,,,,
LGA52730,,,,,45 - 54 years,441.0,,,,,,,,
LGA52800,,,,,45 - 54 years,419.0,,,,,,,,
LGA52870,,,,,45 - 54 years,432.0,,,,,,,,
LGA52940,,,,,45 - 54 years,38.0,,,,,,,,
LGA53010,,,,,45 - 54 years,45.0,,,,,,,,
LGA53080,,,,,45 - 54 years,47.0,,,,,,,,
LGA53150,,,,,45 - 54 years,626.0,,,,,,,,
LGA53220,,,,,45 - 54 years,409.0,,,,,,,,
LGA53290,,,,,45 - 54 years,930.0,,,,,,,,
LGA53360,,,,,45 - 54 years,188.0,,,,,,,,
LGA53430,,,,,45 - 54 years,2211.0,,,,,,,,
LGA53570,,,,,45 - 54 years,367.0,,,,,,,,
LGA53640,,,,,45 - 54 years,72.0,,,,,,,,
LGA53710,,,,,45 - 54 years,60.0,,,,,,,,
LGA53780,,,,,45 - 54 years,7942.0,,,,,,,,
LGA53800,,,,,45 - 54 years,2775.0,,,,,,,,
LGA53920,,,,,45 - 54 years,202.0,,,,,,,,
LGA53990,,,,,45 - 54 years,1894.0,,,,,,,,
LGA54060,,,,,45 - 54 years,253.0,,,,,,,,
LGA54130,,,,,45 - 54 years,76.0,,,,,,,,
LGA54170,,,,,45 - 54 years,11573.0,,,,,,,,
LGA54200,,,,,45 - 54 years,3963.0,,,,,,,,
LGA54280,,,,,45 - 54 years,1833.0,,,,,,,,
LGA54310,,,,,45 - 54 years,1405.0,,,,,,,,
LGA54340,,,,,45 - 54 years,240.0,,,,,,,,
LGA54410,,,,,45 - 54 years,77.0,,,,,,,,
LGA54480,,,,,45 - 54 years,37.0,,,,,,,,
LGA54550,,,,,45 - 54 years,120.0,,,,,,,,
LGA54620,,,,,45 - 54 years,56.0,,,,,,,,
LGA54690,,,,,45 - 54 years,27.0,,,,,,,,
LGA54760,,,,,45 - 54 years,49.0,,,,,,,,
LGA54830,,,,,45 - 54 years,2719.0,,,,,,,,
LGA54900,,,,,45 - 54 years,76.0,,,,,,,,
LGA54970,,,,,45 - 54 years,56.0,,,,,,,,
LGA55040,,,,,45 - 54 years,86.0,,,,,,,,
LGA55110,,,,,45 - 54 years,5745.0,,,,,,,,
LGA55180,,,,,45 - 54 years,628.0,,,,,,,,
LGA55250,,,,,45 - 54 years,62.0,,,,,,,,
LGA55320,,,,,45 - 54 years,7217.0,,,,,,,,
LGA55390,,,,,45 - 54 years,21.0,,,,,,,,
LGA55460,,,,,45 - 54 years,182.0,,,,,,,,
LGA55530,,,,,45 - 54 years,26.0,,,,,,,,
LGA55600,,,,,45 - 54 years,161.0,,,,,,,,
LGA55670,,,,,45 - 54 years,32.0,,,,,,,,
LGA55740,,,,,45 - 54 years,681.0,,,,,,,,
LGA55810,,,,,45 - 54 years,41.0,,,,,,,,
LGA55880,,,,,45 - 54 years,35.0,,,,,,,,
LGA55950,,,,,45 - 54 years,36.0,,,,,,,,
LGA56090,,,,,45 - 54 years,2767.0,,,,,,,,
LGA56160,,,,,45 - 54 years,8.0,,,,,,,,
LGA56230,,,,,45 - 54 years,1148.0,,,,,,,,
LGA56300,,,,,45 - 54 years,83.0,,,,,,,,
LGA56370,,,,,45 - 54 years,44.0,,,,,,,,
LGA56460,,,,,45 - 54 years,289.0,,,,,,,,
LGA56580,,,,,45 - 54 years,1657.0,,,,,,,,
LGA56620,,,,,45 - 54 years,98.0,,,,,,,,
LGA56730,,,,,45 - 54 years,783.0,,,,,,,,
LGA56790,,,,,45 - 54 years,174.0,,,,,,,,
LGA56860,,,,,45 - 54 years,24.0,,,,,,,,
LGA56930,,,,,45 - 54 years,121.0,,,,,,,,
LGA57000,,,,,45 - 54 years,40.0,,,,,,,,
LGA57080,,,,,45 - 54 years,1193.0,,,,,,,,
LGA57140,,,,,45 - 54 years,61.0,,,,,,,,
LGA57210,,,,,45 - 54 years,383.0,,,,,,,,
LGA57280,,,,,45 - 54 years,893.0,,,,,,,,
LGA57350,,,,,45 - 54 years,68.0,,,,,,,,
LGA57420,,,,,45 - 54 years,126.0,,,,,,,,
LGA57490,,,,,45 - 54 years,9141.0,,,,,,,,
LGA57630,,,,,45 - 54 years,7.0,,,,,,,,
LGA57700,,,,,45 - 54 years,2006.0,,,,,,,,
LGA57770,,,,,45 - 54 years,60.0,,,,,,,,
LGA57840,,,,,45 - 54 years,2739.0,,,,,,,,
LGA57910,,,,,45 - 54 years,14275.0,,,,,,,,
LGA57980,,,,,45 - 54 years,1120.0,,,,,,,,
LGA58050,,,,,45 - 54 years,10143.0,,,,,,,,
LGA58190,,,,,45 - 54 years,33.0,,,,,,,,
LGA58260,,,,,45 - 54 years,39.0,,,,,,,,
LGA58330,,,,,45 - 54 years,332.0,,,,,,,,
LGA58400,,,,,45 - 54 years,23.0,,,,,,,,
LGA58470,,,,,45 - 54 years,8.0,,,,,,,,
LGA58510,,,,,45 - 54 years,2118.0,,,,,,,,
LGA58540,,,,,45 - 54 years,49.0,,,,,,,,
LGA58570,,,,,45 - 54 years,2257.0,,,,,,,,
LGA58610,,,,,45 - 54 years,107.0,,,,,,,,
LGA58680,,,,,45 - 54 years,51.0,,,,,,,,
LGA58760,,,,,45 - 54 years,14617.0,,,,,,,,
LGA58820,,,,,45 - 54 years,288.0,,,,,,,,
LGA58890,,,,,45 - 54 years,60.0,,,,,,,,
LGA59030,,,,,45 - 54 years,8.0,,,,,,,,
LGA59100,,,,,45 - 54 years,37.0,,,,,,,,
LGA59170,,,,,45 - 54 years,58.0,,,,,,,,
LGA59250,,,,,45 - 54 years,31.0,,,,,,,,
LGA59310,,,,,45 - 54 years,64.0,,,,,,,,
LGA59320,,,,,45 - 54 years,25.0,,,,,,,,
LGA59330,,,,,45 - 54 years,24.0,,,,,,,,
LGA59340,,,,,45 - 54 years,523.0,,,,,,,,
LGA59350,,,,,45 - 54 years,19.0,,,,,,,,
LGA59360,,,,,45 - 54 years,93.0,,,,,,,,
LGA59370,,,,,45 - 54 years,197.0,,,,,,,,
LGA59499,,,,,45 - 54 years,468.0,,,,,,,,
LGA59799,,,,,45 - 54 years,9.0,,,,,,,,
LGA60210,,,,,45 - 54 years,445.0,,,,,,,,
LGA60410,,,,,45 - 54 years,1208.0,,,,,,,,
LGA60610,,,,,45 - 54 years,1330.0,,,,,,,,
LGA60810,,,,,45 - 54 years,1559.0,,,,,,,,
LGA61010,,,,,45 - 54 years,126.0,,,,,,,,
LGA61210,,,,,45 - 54 years,496.0,,,,,,,,
LGA61410,,,,,45 - 54 years,3809.0,,,,,,,,
LGA61510,,,,,45 - 54 years,748.0,,,,,,,,
LGA61610,,,,,45 - 54 years,1702.0,,,,,,,,
LGA61810,,,,,45 - 54 years,427.0,,,,,,,,
LGA62010,,,,,45 - 54 years,47.0,,,,,,,,
LGA62210,,,,,45 - 54 years,452.0,,,,,,,,
LGA62410,,,,,45 - 54 years,273.0,,,,,,,,
LGA62610,,,,,45 - 54 years,2869.0,,,,,,,,
LGA62810,,,,,45 - 54 years,3437.0,,,,,,,,
LGA63010,,,,,45 - 54 years,1243.0,,,,,,,,
