LGA_CODE_2021,Gender,Gender Value,Age - Male,Age - Male Value,Age - Female,Age - Female Value,Age - Person,Age - Person Value,Indigenous Gender,Indigenous Gender Value,Relationship Type,Relationship Type Value,Couple Family Kids Y N,Couple Family Kids Y N Value
LGA72200,,,45 - 54 years,562.0,,,,,,,,,,
LGA72300,,,45 - 54 years,1845.0,,,,,,,,,,
LGA72330,,,45 - 54 years,384.0,,,,,,,,,,
LGA72800,,,45 - 54 years,2329.0,,,,,,,,,,
LGA73600,,,45 - 54 years,368.0,,,,,,,,,,
LGA74050,,,45 - 54 years,157.0,,,,,,,,,,
LGA74550,,,45 - 54 years,153.0,,,,,,,,,,
LGA74560,,,45 - 54 years,41.0,,,,,,,,,,
LGA74660,,,45 - 54 years,395.0,,,,,,,,,,
LGA74680,,,45 - 54 years,136.0,,,,,,,,,,
LGA79399,,,45 - 54 years,539.0,,,,,,,,,,
LGA79499,,,45 - 54 years,311.0,,,,,,,,,,
LGA79799,,,45 - 54 years,18.0,,,,,,,,,,
LGA89399,,,45 - 54 years,27785.0,,,,,,,,,,
LGA89499,,,45 - 54 years,53.0,,,,,,,,,,
LGA89799,,,45 - 54 years,0.0,,,,,,,,,,
LGA99399,,,45 - 54 years,169.0,,,,,,,,,,
LGA99499,,,45 - 54 years,0.0,,,,,,,,,,
LGA99799,,,45 - 54 years,0.0,,,,,,,,,,
LGA10050,,,5 - 14 years,3576.0,,,,,,,,,,
LGA10180,,,5 - 14 years,1810.0,,,,,,,,,,
LGA10250,,,5 - 14 years,2800.0,,,,,,,,,,
LGA10300,,,5 - 14 years,167.0,,,,,,,,,,
LGA10470,,,5 - 14 years,2920.0,,,,,,,,,,
LGA10500,,,5 - 14 years,8458.0,,,,,,,,,,
LGA10550,,,5 - 14 years,2029.0,,,,,,,,,,
LGA10600,,,5 - 14 years,857.0,,,,,,,,,,
LGA10650,,,5 - 14 years,467.0,,,,,,,,,,
LGA10750,,,5 - 14 years,30847.0,,,,,,,,,,
LGA10800,,,5 - 14 years,374.0,,,,,,,,,,
LGA10850,,,5 - 14 years,535.0,,,,,,,,,,
LGA10900,,,5 - 14 years,4979.0,,,,,,,,,,
LGA10950,,,5 - 14 years,157.0,,,,,,,,,,
LGA11150,,,5 - 14 years,169.0,,,,,,,,,,
LGA11200,,,5 - 14 years,98.0,,,,,,,,,,
LGA11250,,,5 - 14 years,1008.0,,,,,,,,,,
LGA11300,,,5 - 14 years,1583.0,,,,,,,,,,
LGA11350,,,5 - 14 years,2052.0,,,,,,,,,,
LGA11400,,,5 - 14 years,1054.0,,,,,,,,,,
LGA11450,,,5 - 14 years,9659.0,,,,,,,,,,
LGA11500,,,5 - 14 years,13159.0,,,,,,,,,,
LGA11520,,,5 - 14 years,4659.0,,,,,,,,,,
LGA11570,,,5 - 14 years,25225.0,,,,,,,,,,
LGA11600,,,5 - 14 years,178.0,,,,,,,,,,
LGA11650,,,5 - 14 years,22187.0,,,,,,,,,,
LGA11700,,,5 - 14 years,109.0,,,,,,,,,,
LGA11720,,,5 - 14 years,4384.0,,,,,,,,,,
LGA11730,,,5 - 14 years,3184.0,,,,,,,,,,
LGA11750,,,5 - 14 years,270.0,,,,,,,,,,
LGA11800,,,5 - 14 years,5029.0,,,,,,,,,,
LGA12000,,,5 - 14 years,304.0,,,,,,,,,,
LGA12150,,,5 - 14 years,275.0,,,,,,,,,,
LGA12160,,,5 - 14 years,732.0,,,,,,,,,,
LGA12350,,,5 - 14 years,749.0,,,,,,,,,,
LGA12380,,,5 - 14 years,15484.0,,,,,,,,,,
LGA12390,,,5 - 14 years,3925.0,,,,,,,,,,
LGA12700,,,5 - 14 years,636.0,,,,,,,,,,
LGA12730,,,5 - 14 years,554.0,,,,,,,,,,
LGA12750,,,5 - 14 years,2038.0,,,,,,,,,,
LGA12850,,,5 - 14 years,13666.0,,,,,,,,,,
LGA12870,,,5 - 14 years,746.0,,,,,,,,,,
LGA12900,,,5 - 14 years,634.0,,,,,,,,,,
LGA12930,,,5 - 14 years,8560.0,,,,,,,,,,
LGA12950,,,5 - 14 years,288.0,,,,,,,,,,
LGA13010,,,5 - 14 years,483.0,,,,,,,,,,
LGA13310,,,5 - 14 years,2042.0,,,,,,,,,,
LGA13340,,,5 - 14 years,845.0,,,,,,,,,,
LGA13450,,,5 - 14 years,1799.0,,,,,,,,,,
LGA13550,,,5 - 14 years,1000.0,,,,,,,,,,
LGA13660,,,5 - 14 years,339.0,,,,,,,,,,
LGA13800,,,5 - 14 years,4528.0,,,,,,,,,,
LGA13850,,,5 - 14 years,156.0,,,,,,,,,,
LGA13910,,,5 - 14 years,1287.0,,,,,,,,,,
LGA14000,,,5 - 14 years,11060.0,,,,,,,,,,
LGA14100,,,5 - 14 years,942.0,,,,,,,,,,
LGA14170,,,5 - 14 years,8984.0,,,,,,,,,,
LGA14220,,,5 - 14 years,1213.0,,,,,,,,,,
LGA14300,,,5 - 14 years,370.0,,,,,,,,,,
LGA14350,,,5 - 14 years,1743.0,,,,,,,,,,
LGA14400,,,5 - 14 years,1381.0,,,,,,,,,,
LGA14500,,,5 - 14 years,9522.0,,,,,,,,,,
LGA14550,,,5 - 14 years,536.0,,,,,,,,,,
LGA14600,,,5 - 14 years,476.0,,,,,,,,,,
LGA14650,,,5 - 14 years,13784.0,,,,,,,,,,
LGA14700,,,5 - 14 years,2499.0,,,,,,,,,,
LGA14750,,,5 - 14 years,864.0,,,,,,,,,,
LGA14850,,,5 - 14 years,2837.0,,,,,,,,,,
LGA14870,,,5 - 14 years,1257.0,,,,,,,,,,
LGA14900,,,5 - 14 years,17921.0,,,,,,,,,,
LGA14920,,,5 - 14 years,508.0,,,,,,,,,,
LGA14950,,,5 - 14 years,242.0,,,,,,,,,,
LGA15050,,,5 - 14 years,6703.0,,,,,,,,,,
LGA15240,,,5 - 14 years,5204.0,,,,,,,,,,
LGA15270,,,5 - 14 years,1859.0,,,,,,,,,,
LGA15300,,,5 - 14 years,904.0,,,,,,,,,,
LGA15350,,,5 - 14 years,1718.0,,,,,,,,,,
LGA15520,,,5 - 14 years,750.0,,,,,,,,,,
LGA15560,,,5 - 14 years,204.0,,,,,,,,,,
LGA15650,,,5 - 14 years,1280.0,,,,,,,,,,
LGA15700,,,5 - 14 years,1135.0,,,,,,,,,,
LGA15750,,,5 - 14 years,906.0,,,,,,,,,,
LGA15800,,,5 - 14 years,409.0,,,,,,,,,,
LGA15850,,,5 - 14 years,503.0,,,,,,,,,,
LGA15900,,,5 - 14 years,9583.0,,,,,,,,,,
LGA15950,,,5 - 14 years,2663.0,,,,,,,,,,
LGA15990,,,5 - 14 years,17828.0,,,,,,,,,,
LGA16100,,,5 - 14 years,350.0,,,,,,,,,,
LGA16150,,,5 - 14 years,3277.0,,,,,,,,,,
LGA16200,,,5 - 14 years,1025.0,,,,,,,,,,
LGA16260,,,5 - 14 years,15719.0,,,,,,,,,,
LGA16350,,,5 - 14 years,15618.0,,,,,,,,,,
LGA16380,,,5 - 14 years,5106.0,,,,,,,,,,
LGA16400,,,5 - 14 years,4787.0,,,,,,,,,,
LGA16490,,,5 - 14 years,4278.0,,,,,,,,,,
LGA16550,,,5 - 14 years,7033.0,,,,,,,,,,
LGA16610,,,5 - 14 years,1555.0,,,,,,,,,,
LGA16700,,,5 - 14 years,7127.0,,,,,,,,,,
LGA16900,,,5 - 14 years,5200.0,,,,,,,,,,
LGA16950,,,5 - 14 years,6093.0,,,,,,,,,,
LGA17000,,,5 - 14 years,1823.0,,,,,,,,,,
LGA17040,,,5 - 14 years,1378.0,,,,,,,,,,
LGA17080,,,5 - 14 years,995.0,,,,,,,,,,
LGA17100,,,5 - 14 years,2241.0,,,,,,,,,,
LGA17150,,,5 - 14 years,15167.0,,,,,,,,,,
LGA17200,,,5 - 14 years,4361.0,,,,,,,,,,
LGA17310,,,5 - 14 years,4588.0,,,,,,,,,,
LGA17350,,,5 - 14 years,397.0,,,,,,,,,,
LGA17400,,,5 - 14 years,332.0,,,,,,,,,,
LGA17420,,,5 - 14 years,15288.0,,,,,,,,,,
LGA17550,,,5 - 14 years,5965.0,,,,,,,,,,
LGA17620,,,5 - 14 years,994.0,,,,,,,,,,
LGA17640,,,5 - 14 years,505.0,,,,,,,,,,
LGA17650,,,5 - 14 years,376.0,,,,,,,,,,
LGA17750,,,5 - 14 years,4693.0,,,,,,,,,,
LGA17850,,,5 - 14 years,174.0,,,,,,,,,,
LGA17900,,,5 - 14 years,323.0,,,,,,,,,,
LGA17950,,,5 - 14 years,163.0,,,,,,,,,,
LGA18020,,,5 - 14 years,558.0,,,,,,,,,,
LGA18050,,,5 - 14 years,3625.0,,,,,,,,,,
LGA18100,,,5 - 14 years,198.0,,,,,,,,,,
LGA18200,,,5 - 14 years,504.0,,,,,,,,,,
LGA18250,,,5 - 14 years,5231.0,,,,,,,,,,
LGA18350,,,5 - 14 years,3178.0,,,,,,,,,,
LGA18400,,,5 - 14 years,4135.0,,,,,,,,,,
LGA18450,,,5 - 14 years,13151.0,,,,,,,,,,
LGA18500,,,5 - 14 years,2763.0,,,,,,,,,,
LGA18710,,,5 - 14 years,1276.0,,,,,,,,,,
LGA19399,,,5 - 14 years,68.0,,,,,,,,,,
LGA19499,,,5 - 14 years,382.0,,,,,,,,,,
LGA19799,,,5 - 14 years,0.0,,,,,,,,,,
LGA20110,,,5 - 14 years,769.0,,,,,,,,,,
LGA20260,,,5 - 14 years,646.0,,,,,,,,,,
LGA20570,,,5 - 14 years,7614.0,,,,,,,,,,
LGA20660,,,5 - 14 years,7827.0,,,,,,,,,,
LGA20740,,,5 - 14 years,2243.0,,,,,,,,,,
LGA20830,,,5 - 14 years,3841.0,,,,,,,,,,
LGA20910,,,5 - 14 years,6770.0,,,,,,,,,,
LGA21010,,,5 - 14 years,725.0,,,,,,,,,,
LGA21110,,,5 - 14 years,10377.0,,,,,,,,,,
LGA21180,,,5 - 14 years,11785.0,,,,,,,,,,
LGA21270,,,5 - 14 years,334.0,,,,,,,,,,
LGA21370,,,5 - 14 years,2387.0,,,,,,,,,,
LGA21450,,,5 - 14 years,9070.0,,,,,,,,,,
LGA21610,,,5 - 14 years,28376.0,,,,,,,,,,
LGA21670,,,5 - 14 years,737.0,,,,,,,,,,
LGA21750,,,5 - 14 years,1361.0,,,,,,,,,,
LGA21830,,,5 - 14 years,992.0,,,,,,,,,,
LGA21890,,,5 - 14 years,7418.0,,,,,,,,,,
LGA22110,,,5 - 14 years,2581.0,,,,,,,,,,
LGA22170,,,5 - 14 years,8875.0,,,,,,,,,,
LGA22250,,,5 - 14 years,602.0,,,,,,,,,,
LGA22310,,,5 - 14 years,9406.0,,,,,,,,,,
LGA22410,,,5 - 14 years,1112.0,,,,,,,,,,
LGA22490,,,5 - 14 years,2083.0,,,,,,,,,,
LGA22620,,,5 - 14 years,8089.0,,,,,,,,,,
LGA22670,,,5 - 14 years,9099.0,,,,,,,,,,
LGA22750,,,5 - 14 years,16540.0,,,,,,,,,,
LGA22830,,,5 - 14 years,4743.0,,,,,,,,,,
LGA22910,,,5 - 14 years,867.0,,,,,,,,,,
LGA22980,,,5 - 14 years,285.0,,,,,,,,,,
LGA23110,,,5 - 14 years,5624.0,,,,,,,,,,
LGA23190,,,5 - 14 years,1366.0,,,,,,,,,,
LGA23270,,,5 - 14 years,18500.0,,,,,,,,,,
LGA23350,,,5 - 14 years,1109.0,,,,,,,,,,
LGA23430,,,5 - 14 years,9551.0,,,,,,,,,,
LGA23670,,,5 - 14 years,9777.0,,,,,,,,,,
LGA23810,,,5 - 14 years,4903.0,,,,,,,,,,
LGA23940,,,5 - 14 years,416.0,,,,,,,,,,
LGA24130,,,5 - 14 years,3769.0,,,,,,,,,,
LGA24210,,,5 - 14 years,7530.0,,,,,,,,,,
LGA24250,,,5 - 14 years,672.0,,,,,,,,,,
LGA24330,,,5 - 14 years,4387.0,,,,,,,,,,
LGA24410,,,5 - 14 years,7309.0,,,,,,,,,,
LGA24600,,,5 - 14 years,2928.0,,,,,,,,,,
LGA24650,,,5 - 14 years,14738.0,,,,,,,,,,
LGA24780,,,5 - 14 years,3743.0,,,,,,,,,,
LGA24850,,,5 - 14 years,3534.0,,,,,,,,,,
LGA24900,,,5 - 14 years,1842.0,,,,,,,,,,
LGA24970,,,5 - 14 years,10963.0,,,,,,,,,,
LGA25060,,,5 - 14 years,6917.0,,,,,,,,,,
LGA25150,,,5 - 14 years,2725.0,,,,,,,,,,
LGA25250,,,5 - 14 years,8537.0,,,,,,,,,,
LGA25340,,,5 - 14 years,10039.0,,,,,,,,,,
LGA25430,,,5 - 14 years,1067.0,,,,,,,,,,
LGA25490,,,5 - 14 years,1208.0,,,,,,,,,,
LGA25620,,,5 - 14 years,829.0,,,,,,,,,,
LGA25710,,,5 - 14 years,4330.0,,,,,,,,,,
LGA25810,,,5 - 14 years,653.0,,,,,,,,,,
LGA25900,,,5 - 14 years,3782.0,,,,,,,,,,
LGA25990,,,5 - 14 years,403.0,,,,,,,,,,
LGA26080,,,5 - 14 years,111.0,,,,,,,,,,
LGA26170,,,5 - 14 years,1943.0,,,,,,,,,,
LGA26260,,,5 - 14 years,1013.0,,,,,,,,,,
LGA26350,,,5 - 14 years,4095.0,,,,,,,,,,
LGA26430,,,5 - 14 years,577.0,,,,,,,,,,
LGA26490,,,5 - 14 years,2724.0,,,,,,,,,,
LGA26610,,,5 - 14 years,1377.0,,,,,,,,,,
LGA26670,,,5 - 14 years,353.0,,,,,,,,,,
LGA26700,,,5 - 14 years,1893.0,,,,,,,,,,
LGA26730,,,5 - 14 years,2274.0,,,,,,,,,,
LGA26810,,,5 - 14 years,2771.0,,,,,,,,,,
LGA26890,,,5 - 14 years,219.0,,,,,,,,,,
LGA26980,,,5 - 14 years,9699.0,,,,,,,,,,
LGA27070,,,5 - 14 years,16564.0,,,,,,,,,,
LGA27170,,,5 - 14 years,3035.0,,,,,,,,,,
LGA27260,,,5 - 14 years,24703.0,,,,,,,,,,
LGA27350,,,5 - 14 years,2930.0,,,,,,,,,,
LGA27450,,,5 - 14 years,10242.0,,,,,,,,,,
LGA27630,,,5 - 14 years,401.0,,,,,,,,,,
LGA29399,,,5 - 14 years,34.0,,,,,,,,,,
LGA29499,,,5 - 14 years,370.0,,,,,,,,,,
LGA29799,,,5 - 14 years,0.0,,,,,,,,,,
LGA30250,,,5 - 14 years,86.0,,,,,,,,,,
LGA30300,,,5 - 14 years,284.0,,,,,,,,,,
LGA30370,,,5 - 14 years,1081.0,,,,,,,,,,
LGA30410,,,5 - 14 years,198.0,,,,,,,,,,
LGA30450,,,5 - 14 years,15.0,,,,,,,,,,
LGA30760,,,5 - 14 years,97.0,,,,,,,,,,
LGA30900,,,5 - 14 years,26.0,,,,,,,,,,
LGA31000,,,5 - 14 years,76058.0,,,,,,,,,,
LGA31750,,,5 - 14 years,18.0,,,,,,,,,,
LGA31820,,,5 - 14 years,6109.0,,,,,,,,,,
LGA31900,,,5 - 14 years,1031.0,,,,,,,,,,
LGA31950,,,5 - 14 years,19.0,,,,,,,,,,
LGA32080,,,5 - 14 years,11643.0,,,,,,,,,,
LGA32250,,,5 - 14 years,150.0,,,,,,,,,,
LGA32260,,,5 - 14 years,1885.0,,,,,,,,,,
LGA32270,,,5 - 14 years,2263.0,,,,,,,,,,
LGA32310,,,5 - 14 years,900.0,,,,,,,,,,
LGA32330,,,5 - 14 years,163.0,,,,,,,,,,
LGA32450,,,5 - 14 years,248.0,,,,,,,,,,
LGA32500,,,5 - 14 years,276.0,,,,,,,,,,
LGA32600,,,5 - 14 years,12.0,,,,,,,,,,
LGA32750,,,5 - 14 years,12.0,,,,,,,,,,
LGA32770,,,5 - 14 years,152.0,,,,,,,,,,
LGA32810,,,5 - 14 years,663.0,,,,,,,,,,
LGA33100,,,5 - 14 years,39.0,,,,,,,,,,
LGA33200,,,5 - 14 years,82.0,,,,,,,,,,
LGA33220,,,5 - 14 years,6375.0,,,,,,,,,,
LGA33360,,,5 - 14 years,4892.0,,,,,,,,,,
LGA33430,,,5 - 14 years,39221.0,,,,,,,,,,
LGA33610,,,5 - 14 years,734.0,,,,,,,,,,
LGA33620,,,5 - 14 years,3291.0,,,,,,,,,,
LGA33800,,,5 - 14 years,617.0,,,,,,,,,,
LGA33830,,,5 - 14 years,114.0,,,,,,,,,,
LGA33960,,,5 - 14 years,18740.0,,,,,,,,,,
LGA33980,,,5 - 14 years,1660.0,,,,,,,,,,
LGA34420,,,5 - 14 years,101.0,,,,,,,,,,
LGA34530,,,5 - 14 years,2766.0,,,,,,,,,,
LGA34570,,,5 - 14 years,79.0,,,,,,,,,,
LGA34580,,,5 - 14 years,2947.0,,,,,,,,,,
LGA34590,,,5 - 14 years,26920.0,,,,,,,,,,
LGA34710,,,5 - 14 years,259.0,,,,,,,,,,
LGA34770,,,5 - 14 years,8698.0,,,,,,,,,,
LGA34800,,,5 - 14 years,43.0,,,,,,,,,,
LGA34830,,,5 - 14 years,35.0,,,,,,,,,,
LGA34860,,,5 - 14 years,940.0,,,,,,,,,,
LGA34880,,,5 - 14 years,1398.0,,,,,,,,,,
LGA35010,,,5 - 14 years,34102.0,,,,,,,,,,
LGA35250,,,5 - 14 years,89.0,,,,,,,,,,
LGA35300,,,5 - 14 years,1451.0,,,,,,,,,,
LGA35600,,,5 - 14 years,234.0,,,,,,,,,,
LGA35670,,,5 - 14 years,89.0,,,,,,,,,,
LGA35740,,,5 - 14 years,3267.0,,,,,,,,,,
LGA35760,,,5 - 14 years,598.0,,,,,,,,,,
LGA35780,,,5 - 14 years,324.0,,,,,,,,,,
LGA35790,,,5 - 14 years,203.0,,,,,,,,,,
LGA35800,,,5 - 14 years,113.0,,,,,,,,,,
LGA36070,,,5 - 14 years,53.0,,,,,,,,,,
LGA36150,,,5 - 14 years,54.0,,,,,,,,,,
LGA36250,,,5 - 14 years,10499.0,,,,,,,,,,
LGA36300,,,5 - 14 years,53.0,,,,,,,,,,
LGA36370,,,5 - 14 years,5837.0,,,,,,,,,,
LGA36510,,,5 - 14 years,2839.0,,,,,,,,,,
LGA36580,,,5 - 14 years,1732.0,,,,,,,,,,
LGA36630,,,5 - 14 years,2121.0,,,,,,,,,,
LGA36660,,,5 - 14 years,2343.0,,,,,,,,,,
LGA36720,,,5 - 14 years,21842.0,,,,,,,,,,
LGA36820,,,5 - 14 years,1759.0,,,,,,,,,,
LGA36910,,,5 - 14 years,12100.0,,,,,,,,,,
LGA36950,,,5 - 14 years,352.0,,,,,,,,,,
LGA36960,,,5 - 14 years,459.0,,,,,,,,,,
LGA37010,,,5 - 14 years,13260.0,,,,,,,,,,
LGA37300,,,5 - 14 years,361.0,,,,,,,,,,
LGA37310,,,5 - 14 years,2582.0,,,,,,,,,,
LGA37340,,,5 - 14 years,2347.0,,,,,,,,,,
LGA37400,,,5 - 14 years,63.0,,,,,,,,,,
LGA37550,,,5 - 14 years,123.0,,,,,,,,,,
LGA37570,,,5 - 14 years,21.0,,,,,,,,,,
LGA37600,,,5 - 14 years,263.0,,,,,,,,,,
LGA39499,,,5 - 14 years,478.0,,,,,,,,,,
LGA39799,,,5 - 14 years,0.0,,,,,,,,,,
LGA40070,,,5 - 14 years,500.0,,,,,,,,,,
LGA40120,,,5 - 14 years,2694.0,,,,,,,,,,
LGA40150,,,5 - 14 years,694.0,,,,,,,,,,
LGA40220,,,5 - 14 years,1478.0,,,,,,,,,,
LGA40250,,,5 - 14 years,170.0,,,,,,,,,,
LGA40310,,,5 - 14 years,1664.0,,,,,,,,,,
LGA40430,,,5 - 14 years,133.0,,,,,,,,,,
LGA40520,,,5 - 14 years,631.0,,,,,,,,,,
LGA40700,,,5 - 14 years,2977.0,,,,,,,,,,
LGA40910,,,5 - 14 years,3235.0,,,,,,,,,,
LGA41010,,,5 - 14 years,242.0,,,,,,,,,,
LGA41060,,,5 - 14 years,6254.0,,,,,,,,,,
LGA41140,,,5 - 14 years,553.0,,,,,,,,,,
LGA41190,,,5 - 14 years,119.0,,,,,,,,,,
LGA41330,,,5 - 14 years,70.0,,,,,,,,,,
LGA41560,,,5 - 14 years,786.0,,,,,,,,,,
LGA41750,,,5 - 14 years,80.0,,,,,,,,,,
LGA41830,,,5 - 14 years,71.0,,,,,,,,,,
LGA41960,,,5 - 14 years,95.0,,,,,,,,,,
LGA42030,,,5 - 14 years,1543.0,,,,,,,,,,
LGA42110,,,5 - 14 years,222.0,,,,,,,,,,
LGA42250,,,5 - 14 years,557.0,,,,,,,,,,
LGA42600,,,5 - 14 years,1834.0,,,,,,,,,,
LGA42750,,,5 - 14 years,287.0,,,,,,,,,,
LGA43080,,,5 - 14 years,59.0,,,,,,,,,,
LGA43220,,,5 - 14 years,92.0,,,,,,,,,,
LGA43360,,,5 - 14 years,119.0,,,,,,,,,,
LGA43650,,,5 - 14 years,1238.0,,,,,,,,,,
LGA43710,,,5 - 14 years,449.0,,,,,,,,,,
LGA43790,,,5 - 14 years,696.0,,,,,,,,,,
LGA44000,,,5 - 14 years,4.0,,,,,,,,,,
LGA44060,,,5 - 14 years,5193.0,,,,,,,,,,
LGA44210,,,5 - 14 years,447.0,,,,,,,,,,
LGA44340,,,5 - 14 years,4285.0,,,,,,,,,,
LGA44550,,,5 - 14 years,2669.0,,,,,,,,,,
LGA44620,,,5 - 14 years,1760.0,,,,,,,,,,
LGA44830,,,5 - 14 years,139.0,,,,,,,,,,
LGA45040,,,5 - 14 years,1253.0,,,,,,,,,,
LGA45090,,,5 - 14 years,593.0,,,,,,,,,,
LGA45120,,,5 - 14 years,295.0,,,,,,,,,,
LGA45290,,,5 - 14 years,1878.0,,,,,,,,,,
LGA45340,,,5 - 14 years,11205.0,,,,,,,,,,
LGA45400,,,5 - 14 years,54.0,,,,,,,,,,
LGA45540,,,5 - 14 years,71.0,,,,,,,,,,
LGA45680,,,5 - 14 years,7772.0,,,,,,,,,,
LGA45890,,,5 - 14 years,7334.0,,,,,,,,,,
LGA46090,,,5 - 14 years,867.0,,,,,,,,,,
LGA46300,,,5 - 14 years,927.0,,,,,,,,,,
LGA46450,,,5 - 14 years,1069.0,,,,,,,,,,
LGA46510,,,5 - 14 years,1418.0,,,,,,,,,,
LGA46670,,,5 - 14 years,529.0,,,,,,,,,,
LGA46860,,,5 - 14 years,76.0,,,,,,,,,,
LGA46970,,,5 - 14 years,326.0,,,,,,,,,,
LGA47140,,,5 - 14 years,9881.0,,,,,,,,,,
LGA47290,,,5 - 14 years,107.0,,,,,,,,,,
LGA47490,,,5 - 14 years,148.0,,,,,,,,,,
LGA47630,,,5 - 14 years,441.0,,,,,,,,,,
LGA47700,,,5 - 14 years,6259.0,,,,,,,,,,
LGA47800,,,5 - 14 years,352.0,,,,,,,,,,
LGA47910,,,5 - 14 years,162.0,,,,,,,,,,
LGA47980,,,5 - 14 years,2221.0,,,,,,,,,,
LGA48050,,,5 - 14 years,758.0,,,,,,,,,,
LGA48130,,,5 - 14 years,469.0,,,,,,,,,,
LGA48260,,,5 - 14 years,415.0,,,,,,,,,,
LGA48340,,,5 - 14 years,716.0,,,,,,,,,,
LGA48410,,,5 - 14 years,3036.0,,,,,,,,,,
LGA48540,,,5 - 14 years,1349.0,,,,,,,,,,
LGA48640,,,5 - 14 years,79.0,,,,,,,,,,
LGA48750,,,5 - 14 years,285.0,,,,,,,,,,
LGA48830,,,5 - 14 years,571.0,,,,,,,,,,
LGA49399,,,5 - 14 years,137.0,,,,,,,,,,
LGA49499,,,5 - 14 years,128.0,,,,,,,,,,
LGA49799,,,5 - 14 years,0.0,,,,,,,,,,
LGA50080,,,5 - 14 years,2489.0,,,,,,,,,,
LGA50210,,,5 - 14 years,7481.0,,,,,,,,,,
LGA50250,,,5 - 14 years,569.0,,,,,,,,,,
LGA50280,,,5 - 14 years,1243.0,,,,,,,,,,
LGA50350,,,5 - 14 years,939.0,,,,,,,,,,
LGA50420,,,5 - 14 years,3657.0,,,,,,,,,,
LGA50490,,,5 - 14 years,2162.0,,,,,,,,,,
LGA50560,,,5 - 14 years,59.0,,,,,,,,,,
LGA50630,,,5 - 14 years,137.0,,,,,,,,,,
LGA50770,,,5 - 14 years,133.0,,,,,,,,,,
LGA50840,,,5 - 14 years,337.0,,,,,,,,,,
LGA50910,,,5 - 14 years,48.0,,,,,,,,,,
LGA50980,,,5 - 14 years,1418.0,,,,,,,,,,
LGA51080,,,5 - 14 years,75.0,,,,,,,,,,
LGA51120,,,5 - 14 years,60.0,,,,,,,,,,
LGA51190,,,5 - 14 years,1958.0,,,,,,,,,,
LGA51260,,,5 - 14 years,2868.0,,,,,,,,,,
LGA51310,,,5 - 14 years,2187.0,,,,,,,,,,
LGA51330,,,5 - 14 years,6246.0,,,,,,,,,,
LGA51400,,,5 - 14 years,1525.0,,,,,,,,,,
LGA51470,,,5 - 14 years,18.0,,,,,,,,,,
LGA51540,,,5 - 14 years,331.0,,,,,,,,,,
LGA51610,,,5 - 14 years,136.0,,,,,,,,,,
LGA51680,,,5 - 14 years,407.0,,,,,,,,,,
LGA51710,,,5 - 14 years,107.0,,,,,,,,,,
LGA51750,,,5 - 14 years,704.0,,,,,,,,,,
LGA51820,,,5 - 14 years,7678.0,,,,,,,,,,
LGA51860,,,5 - 14 years,49.0,,,,,,,,,,
LGA51890,,,5 - 14 years,573.0,,,,,,,,,,
LGA51960,,,5 - 14 years,227.0,,,,,,,,,,
LGA52030,,,5 - 14 years,39.0,,,,,,,,,,
LGA52100,,,5 - 14 years,50.0,,,,,,,,,,
LGA52170,,,5 - 14 years,464.0,,,,,,,,,,
LGA52240,,,5 - 14 years,76.0,,,,,,,,,,
LGA52310,,,5 - 14 years,57.0,,,,,,,,,,
LGA52380,,,5 - 14 years,0.0,,,,,,,,,,
LGA52450,,,5 - 14 years,88.0,,,,,,,,,,
LGA52520,,,5 - 14 years,89.0,,,,,,,,,,
LGA52590,,,5 - 14 years,181.0,,,,,,,,,,
LGA52660,,,5 - 14 years,1068.0,,,,,,,,,,
LGA52730,,,5 - 14 years,403.0,,,,,,,,,,
LGA52800,,,5 - 14 years,551.0,,,,,,,,,,
LGA52870,,,5 - 14 years,375.0,,,,,,,,,,
LGA52940,,,5 - 14 years,51.0,,,,,,,,,,
LGA53010,,,5 - 14 years,41.0,,,,,,,,,,
LGA53080,,,5 - 14 years,27.0,,,,,,,,,,
LGA53150,,,5 - 14 years,480.0,,,,,,,,,,
LGA53220,,,5 - 14 years,519.0,,,,,,,,,,
LGA53290,,,5 - 14 years,967.0,,,,,,,,,,
LGA53360,,,5 - 14 years,202.0,,,,,,,,,,
LGA53430,,,5 - 14 years,1458.0,,,,,,,,,,
LGA53570,,,5 - 14 years,269.0,,,,,,,,,,
LGA53640,,,5 - 14 years,77.0,,,,,,,,,,
LGA53710,,,5 - 14 years,61.0,,,,,,,,,,
LGA53780,,,5 - 14 years,9091.0,,,,,,,,,,
LGA53800,,,5 - 14 years,2812.0,,,,,,,,,,
LGA53920,,,5 - 14 years,311.0,,,,,,,,,,
LGA53990,,,5 - 14 years,2234.0,,,,,,,,,,
LGA54060,,,5 - 14 years,208.0,,,,,,,,,,
LGA54130,,,5 - 14 years,81.0,,,,,,,,,,
LGA54170,,,5 - 14 years,10978.0,,,,,,,,,,
LGA54200,,,5 - 14 years,4125.0,,,,,,,,,,
LGA54280,,,5 - 14 years,2203.0,,,,,,,,,,
LGA54310,,,5 - 14 years,1932.0,,,,,,,,,,
LGA54340,,,5 - 14 years,266.0,,,,,,,,,,
LGA54410,,,5 - 14 years,52.0,,,,,,,,,,
LGA54480,,,5 - 14 years,44.0,,,,,,,,,,
LGA54550,,,5 - 14 years,129.0,,,,,,,,,,
LGA54620,,,5 - 14 years,50.0,,,,,,,,,,
LGA54690,,,5 - 14 years,31.0,,,,,,,,,,
