,LGA_CODE_2021,G01_Total_Persons_Males,G01_Total_Persons_Females,G01_Total_Persons_Persons,G01_Age_groups_0_4_years_Males,G01_Age_groups_0_4_years_Females,G01_Age_groups_0_4_years_Persons,G01_Age_groups_5_14_years_Males,G01_Age_groups_5_14_years_Females,G01_Age_groups_5_14_years_Persons,G01_Age_groups_15_19_years_Males,G01_Age_groups_15_19_years_Females,G01_Age_groups_15_19_years_Persons,G01_Age_groups_20_24_years_Males,G01_Age_groups_20_24_years_Females,G01_Age_groups_20_24_years_Persons,G01_Age_groups_25_34_years_Males,G01_Age_groups_25_34_years_Females,G01_Age_groups_25_34_years_Persons,G01_Age_groups_35_44_years_Males,G01_Age_groups_35_44_years_Females,G01_Age_groups_35_44_years_Persons,G01_Age_groups_45_54_years_Males,G01_Age_groups_45_54_years_Females,G01_Age_groups_45_54_years_Persons,G01_Age_groups_55_64_years_Males,G01_Age_groups_55_64_years_Females,G01_Age_groups_55_64_years_Persons,G01_Age_groups_65_74_years_Males,G01_Age_groups_65_74_years_Females,G01_Age_groups_65_74_years_Persons,G01_Age_groups_75_84_years_Males,G01_Age_groups_75_84_years_Females,G01_Age_groups_75_84_years_Persons,G01_Age_groups_85_years_and_over_Males,G01_Age_groups_85_years_and_over_Females,G01_Age_groups_85_years_and_over_Persons,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Males,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Females,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Persons,G01_Birthplace_Australia_Males,G01_Birthplace_Australia_Females,G01_Birthplace_Australia_Persons,G01_Birthplace_Elsewhere_Males,G01_Birthplace_Elsewhere_Females,G01_Birthplace_Elsewhere_Persons,G01_Language_used_at_home_English_only_Males,G01_Language_used_at_home_English_only_Females,G01_Language_used_at_home_English_only_Persons,G01_Language_used_at_home_Other_Language_Males,G01_Language_used_at_home_Other_Language_Females,G01_Language_used_at_home_Other_Language_Persons,G01_Australian_citizen_Males,G01_Australian_citizen_Females,G01_Australian_citizen_Persons,G02_Median_age_of_persons,G02_Median_mortgage_repayment_monthly,G02_Median_total_personal_income_weekly,G02_Median_rent_weekly,G02_Median_total_family_income_weekly,G02_Average_number_of_Persons_per_bedroom,G02_Median_total_household_income_weekly,G02_Average_household_size,G06_PERSONS_Total_Married_in_a_registered_marriage,G06_PERSONS_Total_Married_in_a_de_facto_marriage,G06_PERSONS_Total_Not_married,G06_PERSONS_Total_Total,G09F_PERSONS_Afghanistan_Age_Total,G09F_PERSONS_Australia_Total,G09F_PERSONS_Bangladesh_Total,G09F_PERSONS_Bosnia_and_Herzegovina_Total,G09F_PERSONS_Brazil_Total,G09F_PERSONS_Cambodia_Total,G09F_PERSONS_Canada_Total,G09F_PERSONS_Chile_Total,G09F_PERSONS_China_excludes_SARs_and_Taiwan_Total,G09F_PERSONS_Croatia_Total,G09F_PERSONS_Egypt_Total,G09F_PERSONS_England_Total,G09F_PERSONS_Fiji_Total,G09F_PERSONS_France_Total,G09G_PERSONS_Germany_Total,G09G_PERSONS_Greece_Total,G09G_PERSONS_Hong_Kong_SAR_of_China_Total,G09G_PERSONS_India_Total,G09G_PERSONS_Indonesia_Total,G09G_PERSONS_Iran_Total,G09G_PERSONS_Iraq_Total,G09G_PERSONS_Ireland_Total,G09G_PERSONS_Italy_Total,G09G_PERSONS_Japan_Total,G09G_PERSONS_Korea_Republic_of_South_Total,G09G_PERSONS_Lebanon_Total,G09G_PERSONS_Malaysia_Total,G09G_PERSONS_Malta_Total,G09G_PERSONS_Mauritius_Total,G09G_PERSONS_Myanmar_Total,G09G_PERSONS_Nepal_Total,G09G_PERSONS_Netherlands_Total,G09G_PERSONS_New_Zealand_Total,G09G_PERSONS_North_Macedonia_Total,G09H_PERSONS_Pakistan_Total,G09H_PERSONS_Papua_New_Guinea_Total,G09H_PERSONS_Philippines_Total,G09H_PERSONS_Poland_Total,G09H_PERSONS_Samoa_Total,G09H_PERSONS_Scotland_Total,G09H_PERSONS_Singapore_Total,G09H_PERSONS_South_Africa_Total,G09H_PERSONS_Sri_Lanka_Total,G09H_PERSONS_Taiwan_Total,G09H_PERSONS_Thailand_Total,G09H_PERSONS_Turkey_Total,G09H_PERSONS_United_States_of_America_Total,G09H_PERSONS_Vietnam_Total,G09H_PERSONS_Wales_Total,G09H_PERSONS_Zimbabwe_Total,G09H_PERSONS_Born_elsewhere_Total,G09H_PERSONS_Country_of_birth_not_stated_Total,G14_Buddhism_Persons,G14_Christianity_Total_Persons,G14_Hinduism_Persons,G14_Islam_Persons,G14_Judaism_Persons,G14_Other_Religions_Total_Persons,G14_Secular_Beliefs_and_Other_Spiritual_Beliefs_and_No_Religious_Affiliation_Total_Persons,G14_Religious_affiliation_not_stated_Persons,G29_Couple_family_with_children_under_15_and_Total_Families,G29_Couple_family_with_no_children_under_15_and_Total_Families,G29_Couple_family_with_Total_Families,G56A_Agriculture_Forestry_and_Fishing_Total,G56A_Mining_Total,G56A_Manufacturing_Total,G56A_Electricity_Gas_Water_and_Waste_Services_Total,G56A_Construction_Total,G56A_Wholesale_Trade_Total,G56A_Retail_Trade_Total,G56A_Accommodation_and_Food_Services_Total,G56A_Transport_Postal_and_Warehousing_Total,G56A_Information_Media_and_Telecommunications_Total,G56A_Financial_and_Insurance_Services_Total,G56A_Rental_Hiring_and_Real_Estate_Services_Total,G56A_Professional_Scientific_and_Technical_Services_Total,G56A_Administrative_and_Support_Services_Total,G56A_Public_Administration_and_Safety_Total,G56A_Education_and_Training_Total,G56A_Health_Care_and_Social_Assistance_Total,G56A_Arts_and_Recreation_Services_Total,G56A_Other_Services_Total,G56A_Inadequately_described_Not_stated_Total
308,LGA41560,7453,7598,15050,307,322,626,786,712,1494,364,291,659,279,275,556,628,639,1264,659,699,1353,815,899,1708,1196,1272,2468,1408,1376,2787,796,806,1599,206,314,527,243,280,520,6179,6276,12456,660,779,1439,6735,6934,13674,168,189,351,6746,6925,13675,54,1177,551,250,1300,0.7,997,2.2,5536,1295,4373,11205,0,12456,5,0,0,7,13,0,7,5,0,722,0,11,42,16,7,40,9,0,0,7,34,0,8,0,9,13,0,0,0,70,83,0,6,0,46,13,0,77,7,34,12,0,12,0,15,8,12,0,80,1157,44,6206,25,17,0,46,7404,1303,762,363,1128,379,163,240,71,467,147,611,447,234,40,83,59,133,173,246,466,929,28,244,197
309,LGA41750,544,474,1014,33,31,63,80,62,145,31,19,47,18,15,33,48,57,112,57,59,118,56,54,109,105,93,192,75,58,127,28,27,56,9,9,20,24,20,39,462,398,859,29,40,65,487,434,922,3,9,15,489,429,915,44,953,682,150,1480,0.8,1135,2.3,327,95,225,651,0,859,0,0,0,0,0,0,0,0,0,14,0,0,8,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,4,94,3,493,0,0,0,8,406,105,79,16,95,213,0,11,0,8,6,15,25,17,0,3,0,11,9,30,37,57,0,0,8
310,LGA41830,810,836,1646,49,42,95,71,71,143,29,36,66,25,33,65,77,84,165,71,69,144,92,103,191,139,138,276,155,157,308,73,75,149,24,26,52,89,123,211,662,686,1350,52,71,124,689,716,1397,24,39,71,707,749,1453,53,873,634,175,1489,0.7,1045,2.1,507,139,473,1121,0,1350,0,0,0,0,0,0,0,0,0,48,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,4,15,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,12,171,9,705,3,5,0,5,734,185,83,38,120,92,42,8,7,67,14,50,83,39,5,0,11,5,25,60,65,87,4,11,32
311,LGA41960,675,618,1293,26,23,48,95,64,156,27,24,50,19,18,40,64,59,122,64,64,123,82,81,166,104,107,212,129,115,243,55,51,103,13,18,35,21,13,33,560,502,1066,38,56,90,595,551,1147,8,10,11,595,542,1136,52,1040,668,200,1463,0.7,1194,2.2,476,128,270,869,0,1066,0,0,0,0,0,0,0,0,0,35,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,7,0,0,3,0,8,0,0,0,0,3,0,0,0,10,138,10,541,3,4,0,0,572,157,70,35,101,145,19,9,4,69,12,41,37,30,0,0,0,3,5,14,49,71,0,18,19
312,LGA42030,12073,12916,24988,698,649,1347,1543,1484,3026,743,670,1414,781,719,1503,1545,1580,3129,1370,1472,2845,1420,1591,3010,1586,1781,3368,1259,1404,2667,795,1059,1852,331,497,831,332,326,657,9590,10121,19708,1990,2274,4263,11064,11785,22849,551,622,1173,11131,11801,22934,41,1350,701,285,1728,0.7,1324,2.3,8189,2229,8432,18846,0,19708,0,4,3,3,31,9,44,9,4,2264,4,12,124,22,13,53,19,15,0,58,113,11,16,11,46,21,4,5,10,94,177,4,13,14,144,37,0,210,14,70,20,13,26,0,74,43,57,21,320,1017,176,9950,54,49,6,134,13094,1520,1675,830,2502,222,124,1012,145,1087,311,1193,667,514,76,216,139,454,452,882,1010,1783,129,458,362
313,LGA42110,2057,2003,4060,101,70,170,222,241,466,110,109,219,67,69,141,175,171,347,184,183,374,248,245,494,382,365,745,345,316,664,170,167,334,43,64,107,50,57,106,1668,1613,3282,197,203,408,1856,1812,3669,47,46,91,1864,1799,3661,51,867,497,190,1283,0.7,916,2.2,1461,354,1142,2954,0,3282,0,0,0,0,0,0,0,0,0,211,3,4,22,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,20,26,0,0,3,18,0,0,11,0,3,3,0,3,0,6,0,3,3,26,372,24,1969,8,8,0,9,1606,439,257,121,375,487,38,131,11,96,40,143,89,72,5,3,3,44,55,58,104,158,16,52,66
314,LGA42250,4752,3881,8636,179,210,386,557,520,1075,272,245,513,229,168,394,464,311,780,651,482,1131,735,590,1318,753,618,1373,624,461,1093,238,203,438,54,78,133,156,78,236,4027,3242,7265,364,283,651,3753,3492,7246,66,85,148,3713,3464,7180,45,1400,811,200,2039,0.8,1747,2.6,3279,656,1741,5676,4,7265,0,0,3,0,0,0,3,6,0,184,0,0,30,3,0,0,0,0,0,3,20,0,0,0,6,4,0,3,6,37,97,0,0,0,31,4,0,22,3,30,5,0,10,0,15,7,5,7,85,718,29,3154,3,0,0,25,4009,1405,634,308,943,867,24,338,35,404,138,318,222,186,22,45,45,116,85,170,285,458,49,163,165
315,LGA42600,17917,19619,37543,705,713,1412,1834,1685,3521,998,958,1954,966,970,1933,1955,2024,3979,2106,2295,4400,2295,2477,4769,2563,2905,5466,2578,2871,5444,1410,1697,3105,513,1034,1548,165,156,320,13138,14311,27448,4168,4693,8862,15423,16822,32245,1884,2180,4062,15923,17455,33377,48,1950,885,340,2331,0.8,1604,2.2,13946,3093,12264,29304,16,27448,17,52,240,10,131,9,243,45,41,2894,21,54,251,104,79,461,50,166,14,179,178,46,66,15,123,28,3,0,93,162,352,0,46,34,176,98,5,410,61,302,42,15,61,18,207,79,87,31,1044,1232,326,16560,378,269,45,323,17714,1930,2412,1341,3755,97,250,889,237,1510,383,1588,1279,637,209,751,362,1614,601,1404,1983,3169,400,666,501
316,LGA42750,2527,2363,4894,133,122,255,287,241,526,105,83,191,93,78,169,237,247,480,245,243,488,293,305,603,448,408,851,420,389,804,217,187,403,61,61,119,54,27,82,1949,1801,3747,337,380,711,2211,2084,4294,96,106,201,2173,2048,4220,50,1023,672,208,1501,0.8,1128,2.2,1627,535,1191,3354,0,3747,0,0,4,0,8,0,9,0,0,272,3,7,38,5,4,10,6,0,0,6,16,6,0,0,7,0,0,0,0,28,95,0,0,6,24,0,0,27,4,21,0,5,3,0,31,9,7,6,40,433,47,1526,12,7,3,14,2753,531,309,82,395,486,10,78,20,178,46,169,245,115,12,15,19,90,108,109,173,214,47,62,92
317,LGA43080,541,463,1007,28,18,42,59,57,115,36,15,50,26,15,43,45,50,95,44,42,90,79,53,134,88,79,177,88,68,151,36,34,75,13,27,41,12,9,15,453,392,848,33,29,65,480,414,901,5,16,23,481,422,900,50,542,477,160,1287,0.7,912,2.2,366,57,295,716,0,848,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,0,0,6,0,0,0,0,0,0,4,0,0,0,3,92,5,491,0,0,0,0,394,111,67,29,99,221,5,8,0,14,12,14,12,17,0,0,0,3,3,14,31,39,0,18,9
318,LGA43220,536,494,1037,32,15,46,92,81,173,20,17,37,27,19,43,45,63,111,80,54,135,48,59,113,86,69,152,64,49,116,46,38,82,14,26,39,5,3,13,475,437,914,23,21,45,494,449,950,9,12,18,485,450,935,42,860,744,150,1625,0.7,1282,2.4,416,53,186,656,0,914,0,0,0,0,0,0,0,0,0,13,0,0,8,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,8,0,8,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,77,6,458,9,0,0,6,473,89,86,22,106,210,7,6,3,25,10,36,30,16,0,11,0,7,6,19,44,39,0,22,17
319,LGA43360,1178,1154,2326,47,54,102,119,106,221,56,46,99,57,46,100,101,102,202,117,109,225,129,124,251,177,194,369,233,210,444,111,124,236,41,44,86,32,26,61,1020,981,1999,70,99,169,1076,1074,2155,24,13,41,1075,1052,2128,53,1170,676,200,1497,0.7,1184,2.1,875,228,599,1704,0,1999,0,0,0,0,6,0,3,0,0,63,0,5,6,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,4,30,0,0,0,0,0,0,8,0,7,0,0,0,0,4,0,0,5,8,156,8,997,0,0,0,9,1122,187,139,57,196,359,4,50,0,85,29,108,74,44,0,7,3,18,21,38,57,101,6,18,36
320,LGA43650,7941,7850,15792,446,389,834,1238,1101,2344,602,552,1149,441,486,924,775,802,1584,881,1025,1907,1128,1171,2297,1185,1113,2292,819,732,1550,331,365,697,98,115,211,114,115,224,6693,6575,13268,850,922,1776,7399,7274,14676,170,225,396,7381,7276,14664,40,1500,770,280,2046,0.8,1781,2.8,6084,1330,4020,11434,0,13268,0,4,3,0,23,4,6,4,0,980,0,4,63,5,0,14,6,3,0,20,29,5,3,3,16,7,0,0,0,45,86,0,6,8,32,8,0,90,5,42,13,0,10,0,28,15,21,19,131,751,70,6569,7,23,0,42,8098,981,1340,730,2073,645,127,1023,77,733,199,759,428,361,46,107,70,293,305,521,749,995,80,302,282
321,LGA43710,3121,2792,5910,166,174,337,449,391,844,173,151,321,89,78,167,265,272,542,401,370,772,439,426,872,501,411,913,402,334,735,182,139,315,36,46,83,101,81,180,2698,2370,5065,178,209,379,2705,2560,5267,47,61,107,2709,2561,5269,44,1300,809,240,1905,0.8,1557,2.5,2169,580,1181,3931,0,5065,0,0,0,0,0,0,0,3,0,146,0,9,20,0,0,7,0,0,0,3,5,0,0,0,5,0,0,0,0,14,44,0,0,3,19,5,0,17,0,18,0,0,10,0,13,3,3,0,29,463,25,2420,9,4,0,12,2742,693,507,160,672,606,61,94,29,217,106,208,141,135,8,44,15,89,81,145,225,334,20,121,91
322,LGA43790,5886,5789,11666,321,286,611,696,708,1403,339,283,622,260,215,477,550,627,1177,589,567,1157,767,714,1481,804,818,1625,917,820,1739,479,517,992,161,234,392,176,145,322,4979,4824,9805,442,535,978,5208,5119,10327,260,309,573,5263,5213,10478,48,1083,660,204,1488,0.7,1169,2.3,4332,964,3194,8488,0,9805,0,5,0,3,12,0,15,4,0,265,16,6,44,38,3,117,13,5,0,11,22,10,0,0,63,4,0,0,5,27,67,0,0,3,39,7,0,20,0,26,7,6,14,0,13,12,8,0,71,888,73,5438,25,55,0,146,4882,1052,754,321,1075,1233,46,425,69,303,112,463,202,211,19,49,37,106,210,203,409,661,26,196,204
323,LGA44000,45,53,96,0,0,3,4,10,16,3,4,9,5,5,5,5,9,12,5,3,14,10,14,20,6,6,11,3,4,7,4,0,4,0,0,0,34,31,68,41,46,91,5,5,6,6,10,15,40,38,75,44,46,88,44,0,343,50,725,1.3,1312,2.3,23,10,28,64,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,4,37,15,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,3,0,0,0
324,LGA44060,45619,49101,94721,2633,2455,5089,5193,4994,10185,2494,2336,4839,3107,3233,6340,6939,7342,14278,6508,6879,13378,5550,5789,11337,5270,6034,11310,4614,5322,9935,2330,2964,5294,979,1756,2729,633,633,1274,31093,33304,64394,13064,14479,27540,34710,37306,72015,9347,10408,19757,39160,42392,81552,39,1699,776,330,2038,0.8,1557,2.4,33118,8468,32451,74041,111,64394,159,151,210,134,163,41,2364,136,207,5758,114,83,505,382,329,2829,186,454,104,290,488,145,268,111,629,56,30,39,1558,339,695,10,310,72,1052,463,8,825,270,805,300,101,195,34,266,436,191,108,3032,2781,1565,36587,3722,2183,60,1423,44711,4467,7356,3456,10818,215,484,2424,651,4000,961,4488,3218,1754,541,1915,565,3262,1820,3305,4611,9691,749,1816,1331
325,LGA44210,4859,4306,9164,162,172,340,447,390,839,214,193,403,159,143,305,395,341,734,468,359,825,632,594,1228,919,817,1736,951,799,1748,423,377,799,90,120,214,129,104,227,3888,3410,7292,511,496,1010,4190,3860,8053,72,106,174,4134,3827,7960,54,1083,512,201,1253,0.7,918,2.1,3154,816,2696,6663,0,7292,0,3,0,4,3,0,16,4,0,491,4,4,56,5,3,17,0,5,0,11,5,0,8,0,0,4,0,0,3,43,84,4,0,6,28,10,0,55,3,15,5,0,11,0,14,6,15,3,87,865,55,3652,18,10,9,37,4241,1151,457,235,690,610,48,290,39,309,58,276,236,182,19,25,30,93,138,199,171,380,27,130,146
326,LGA44340,32888,34730,67617,1672,1607,3277,4285,4081,8370,2172,2130,4299,2035,2048,4086,3560,3563,7125,4152,4510,8664,4537,4780,9313,4042,4295,8335,3387,3895,7283,2184,2465,4648,866,1356,2220,216,204,420,24609,25783,50392,7511,8158,15670,27310,28450,55762,4773,5468,10236,29634,31124,60757,42,1981,891,335,2518,0.8,1996,2.6,26883,5026,19694,51605,4,50392,96,35,51,28,231,26,1316,66,42,3737,36,146,444,466,194,1027,149,183,23,142,336,105,211,148,406,38,20,23,374,276,599,3,170,78,271,174,3,422,228,470,273,77,97,21,384,280,104,60,1566,1549,912,27581,1039,798,80,482,33792,2929,5881,3124,9005,229,355,1590,444,2358,653,2796,2091,847,465,1219,485,3570,1073,2598,4128,6653,618,1209,838
327,LGA44550,19092,20125,39217,1284,1212,2494,2669,2492,5158,1164,1176,2339,1173,1111,2277,2400,2517,4916,2410,2642,5055,2496,2798,5297,2270,2470,4737,2008,2147,4156,935,1107,2042,289,448,740,248,250,494,15527,16101,31625,2731,3199,5926,17390,18261,35652,896,1085,1984,17561,18469,36030,39,1602,828,350,2114,0.8,1753,2.6,14390,3812,10673,28873,0,31625,0,7,21,19,97,11,86,16,11,2434,8,33,266,18,24,189,25,28,5,67,68,37,27,12,95,15,9,6,8,195,327,0,18,38,184,30,0,221,44,348,69,28,61,9,144,25,65,51,430,1668,325,14625,138,101,20,248,21206,2559,3450,1464,4912,650,352,1290,261,1975,453,2109,1212,618,219,558,287,1260,707,1441,1928,3010,296,881,596
328,LGA44620,12937,13942,26878,749,753,1506,1760,1630,3390,836,833,1666,734,749,1483,1657,1745,3399,1438,1594,3035,1561,1725,3287,1609,1777,3384,1461,1597,3058,826,1048,1874,305,501,802,368,393,764,10794,11497,22286,1416,1654,3075,11379,12180,23553,844,977,1821,11655,12587,24240,41,1127,702,220,1684,0.7,1232,2.3,8542,2504,8579,19630,0,22286,9,5,12,9,18,0,60,23,20,660,5,15,97,28,14,157,14,7,31,18,132,11,11,0,41,0,6,208,10,144,222,7,33,4,166,21,0,97,11,101,27,10,174,0,38,28,20,22,328,1520,146,10263,119,111,7,188,14120,1926,1816,746,2563,798,70,1179,90,994,329,1559,954,519,81,173,122,303,385,611,1069,2057,92,522,448
329,LGA44830,1448,1413,2862,61,58,116,139,141,277,75,61,138,37,35,75,109,99,202,104,124,235,167,184,347,316,302,615,271,236,511,135,137,271,32,52,83,47,50,97,1194,1157,2350,114,127,237,1291,1271,2567,23,25,52,1283,1262,2544,55,919,600,180,1406,0.7,1119,2.2,1127,263,696,2092,0,2350,0,0,0,0,0,0,4,0,0,97,0,0,17,0,0,6,0,0,0,4,6,0,0,0,3,0,0,0,0,14,25,0,0,0,9,0,0,8,0,11,0,0,3,0,4,0,3,0,19,278,23,1360,0,3,0,15,1152,309,159,91,248,320,38,53,10,85,29,51,71,39,3,14,6,16,20,69,124,173,16,42,40
330,LGA45040,10863,10784,21644,587,568,1146,1253,1269,2515,620,588,1212,630,583,1217,1372,1271,2642,1274,1118,2388,1350,1349,2707,1452,1519,2969,1262,1306,2566,807,849,1664,245,367,615,618,597,1217,8820,8674,17494,1309,1437,2745,8904,9240,18145,846,913,1763,9228,9582,18807,43,1127,603,240,1398,0.7,1109,2.3,6903,1886,6975,15763,5,17494,24,0,0,11,11,0,192,9,3,611,17,9,89,0,3,101,14,12,0,9,111,4,17,3,30,5,0,14,8,70,184,0,10,9,463,8,5,63,4,62,22,23,21,31,43,119,21,22,258,1406,183,8488,50,168,17,141,10407,2192,1329,646,1973,907,115,922,101,705,173,963,562,346,54,101,91,193,394,430,558,1289,146,354,322
331,LGA45090,4513,4177,8686,273,228,500,593,539,1129,234,212,441,248,187,434,568,476,1041,567,572,1142,550,518,1070,599,539,1139,515,466,978,282,302,587,87,131,220,69,70,144,3428,3290,6715,726,572,1300,3663,3515,7179,526,389,915,3747,3602,7348,41,1083,786,220,1797,0.8,1435,2.4,3232,730,2204,6170,149,6715,0,0,3,16,8,0,101,0,0,161,12,0,18,4,9,18,15,4,0,7,4,0,7,0,92,0,0,5,0,24,165,0,35,8,139,5,30,23,0,28,16,10,30,0,14,30,4,15,85,671,167,3582,23,308,0,21,3826,757,699,232,929,1138,21,598,37,268,141,403,204,130,21,49,19,135,88,121,268,387,19,127,183
332,LGA45120,2306,2249,4559,122,123,249,295,274,570,107,97,204,125,69,194,189,206,389,233,238,473,263,271,534,383,368,747,351,331,681,186,191,379,49,85,130,64,65,135,2007,1943,3951,140,158,297,2109,2078,4188,47,48,93,2132,2091,4226,49,806,640,192,1506,0.7,1147,2.2,1704,368,1227,3302,0,3951,0,0,0,0,8,0,5,0,0,125,0,0,10,3,0,10,0,0,0,9,3,0,4,0,0,0,0,0,0,4,32,0,3,0,4,3,0,11,0,9,0,0,6,0,4,0,3,5,18,313,17,2253,9,7,0,23,1876,387,319,111,429,539,50,128,47,138,49,175,63,75,4,29,4,49,35,82,178,274,5,78,58
333,LGA45290,18070,19424,37487,801,795,1602,1878,1866,3745,1130,883,2007,1237,1242,2480,2852,2909,5758,2431,2495,4924,2209,2357,4568,2185,2349,4528,1777,2113,3885,1068,1545,2611,505,871,1377,108,115,217,11864,12669,24536,5579,6157,11739,12751,13539,26290,4692,5276,9969,14838,15985,30823,41,2000,878,340,2338,0.8,1664,2.2,12938,3068,13498,29502,41,24536,45,17,77,22,93,34,1585,61,55,1517,16,57,183,257,216,1305,70,186,32,88,1315,98,228,51,428,29,7,7,228,84,289,0,142,20,217,83,6,177,122,171,252,61,89,31,202,267,51,43,1068,1215,753,16431,1132,647,67,575,16063,1817,2669,1292,3959,123,172,863,200,1215,399,1614,1461,536,314,722,305,2361,620,1321,2100,3448,369,688,505
334,LGA45340,85786,89418,175204,4807,4590,9400,11205,10454,21651,5250,4967,10218,5071,4801,9881,10630,10822,21451,10850,11695,22544,11180,11561,22741,10656,11743,22395,9582,10753,20330,5020,5683,10711,1545,2349,3887,1619,1749,3369,64654,66320,130975,17515,19592,37099,76458,79409,155870,5821,6679,12497,77841,80878,158715,41,1449,710,312,1778,0.7,1410,2.4,61050,16815,55091,132951,14,130975,72,70,108,32,258,78,738,188,124,16844,121,156,1172,209,123,1200,165,326,100,418,477,124,148,188,296,115,34,13,80,924,1744,10,339,122,1174,600,9,1890,145,1131,199,52,236,26,550,194,528,158,3088,7132,1279,60974,902,1156,98,1185,98860,10742,13029,6898,19928,934,894,5867,1154,8891,1761,9018,4968,2834,794,2473,879,3934,3567,5183,6896,14928,1045,3676,2541
335,LGA45400,427,446,874,25,26,55,54,36,90,23,27,47,16,3,21,34,45,78,33,45,77,46,45,94,79,79,155,73,69,149,32,34,68,16,36,49,3,10,12,378,369,746,20,35,49,388,400,784,9,3,12,396,401,797,52,650,606,150,1437,0.7,1077,2.2,330,44,212,591,0,746,0,0,0,0,0,0,0,0,0,27,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,498,0,7,0,4,287,78,58,22,76,137,11,14,3,19,11,27,22,4,0,0,0,5,9,13,43,60,0,5,13
336,LGA45540,820,817,1638,24,26,57,71,84,150,41,35,71,38,25,60,63,60,122,68,85,156,109,98,209,155,155,312,161,142,300,71,83,157,15,27,49,53,60,112,637,614,1251,73,79,153,702,693,1395,16,15,27,692,683,1379,54,585,459,158,992,0.6,717,1.9,425,118,599,1139,0,1251,0,0,0,0,0,0,0,0,0,58,0,0,12,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,9,14,0,0,0,4,6,0,10,0,4,0,0,0,0,0,0,0,0,8,234,9,628,3,0,0,9,732,262,45,31,75,71,9,29,5,27,9,60,36,23,6,4,0,3,19,27,52,53,11,11,17
337,LGA45680,49070,50119,99190,3739,3743,7480,7772,7427,15202,3208,2948,6151,3430,3540,6970,7665,8107,15770,6358,6358,12715,5644,5675,11319,5366,5513,10878,3533,3686,7214,1751,2155,3912,607,965,1574,2046,2165,4210,35570,35909,71481,10425,11178,21602,38738,39476,78212,7372,7734,15110,42756,43584,86339,33,1300,632,266,1488,0.8,1263,2.6,26660,9420,33919,70009,1138,71481,120,50,12,328,60,50,167,99,41,6249,115,34,335,156,41,738,128,194,98,158,371,13,25,44,210,65,9,482,576,306,640,15,365,21,915,106,10,739,46,231,72,27,190,65,160,652,166,170,4592,6109,1764,33468,1233,3691,28,1160,50442,7418,7496,2941,10436,1090,313,3935,569,3697,1250,4804,2152,2450,244,677,333,1123,1999,2700,2451,6038,351,1617,1819
338,LGA45890,66049,66350,132400,4198,3816,8015,7334,6951,14285,3315,3207,6526,4766,4174,8939,11471,10927,22399,10075,9726,19793,8034,8179,16214,7565,7824,15389,5488,6168,11653,2741,3451,6188,1054,1934,2988,1636,1656,3295,39740,39860,79605,23551,23996,47546,39160,39938,79095,23373,23560,46926,53176,54700,107878,37,1600,717,300,1878,0.8,1466,2.4,42685,10494,48068,101246,2224,79605,419,469,135,544,138,92,2918,353,121,4508,149,97,716,827,494,10200,179,644,283,224,1227,130,392,169,913,127,12,116,656,269,925,47,1015,78,2093,559,9,647,232,442,690,239,369,64,313,5157,125,118,4690,5248,5900,48306,7899,7918,67,4539,49466,8304,10411,4373,14779,574,443,4978,797,4756,1614,5905,4636,3467,760,1739,616,3881,2766,4661,4777,10788,867,2660,2394
